Item,Form,Price
PALMERS SKIN SUC CRM 125G & SOAP,Single,GHS 9.00
PALMERS SKIN SUC DEEP CLEANSING 250ML,Pack,GHS 90.00
PALMERS SKIN SUC FADE CRM NIGHT 75G,Pack,GHS 143.00
PALMERS SKIN SUC FADE MILK 250ML,Pack,GHS 130.00
PALMERS SKIN SUC FADE MILK ULT 250ML -DLT,Pack,GHS 180.00
PALMERS SKIN SUC LOTION 250ML,Single,GHS 95.00
PALMERS SKIN SUC LOTION 400ML,Single,GHS 15.00
PALMERS SKIN SUC MEDICATED COMPLEXION BAR SOAP 100G,Single,GHS 39.00
PALMERS SKIN SUC SOAP 100GM EVEN TONE/COMPLEXION,Pack,GHS 14.00
PALMERS SKIN SUC SOAP 140GM EVEN TONE/COMPLEXION,Pack,GHS 30.00
PALMERS SKIN SUC SOAP COMPLEXION 100G,Pack,GHS 50.00
PALMERS SKIN SUC SOAP COMPLEXION 140G,Pack,GHS 50.00
PALMERS SKIN SUC. CREAM 125G ALL SKIN TYPE,Pack,GHS 125.00
PALMERS SKIN SUCCESS COMPLEXION TONER 250ML,Pack,GHS 90.00
PALMERS STRECTCHMARK CRM125G - DLT,Pack,GHS 32.00
PALMOLIVE BAR SOAP 3'S- DELICATE CARE,Single,GHS 18.00
PALMOLIVE BAR SOAP 3'S- MOISTURE,Single,GHS 18.00
PALMOLIVE BAR SOAP 3S - DLT,Pack,GHS 20.00
PALMOLIVE BATH - SUNSET RELAX - 400ML,Single,GHS 30.00
PALMOLIVE BATH 1000ML,Single,GHS 25.00
PALMOLIVE BATH 250ML - ALMOND & MILK,Pack,GHS 25.00
PALMOLIVE BATH 250ML - COCONUT,Pack,GHS 25.00
PALMOLIVE BATH 250ML - MILK AND HONEY,Pack,GHS 25.00
PALMOLIVE BATH 250ML-SO TEMPTING,Pack,GHS 25.00
PALMOLIVE BATH 40ML-BERRY PICKING,Single,GHS 30.00
PALMOLIVE BATH 500ML - ALMOND & MILK,Pack,GHS 40.00
PALMOLIVE BATH 500ML - AWAKENING CLAY,Pack,GHS 40.00
PALMOLIVE BATH 500ML - MILK & HONEY,Pack,GHS 40.00
PALMOLIVE BATH 500ML - PAMPERING CLAY,Pcs,GHS 40.00
PALMOLIVE BATH 500ML - SENSITIVE,Pcs,GHS 40.00
PALMOLIVE BATH 500ML - SO LUMINOUS,Pack,GHS 35.00
PALMOLIVE BATH 500ML - SPORT,Pcs,GHS 35.00
PALMOLIVE BATH 500ML - ULTRA COOLING,Pcs,GHS 35.00
PALMOLIVE BATH 500ML -JUST FABULOUS,Pcs,GHS 35.00
PALMOLIVE BATH 500ML- COCONUT MILK,Pack,GHS 35.00
PALMOLIVE BATH 500ML- PURE COCONUT,Pack,GHS 35.00
PALMOLIVE BATH 500ML-SO RELAXED,Pack,GHS 35.00
PALMOLIVE BATH 750 - PELLI SENSIBILI,Pcs,GHS 55.00
PALMOLIVE BATH 750ML - ALMENDRA & LECHE,Pcs,GHS 55.00
PALMOLIVE BATH 750ML - ALOE VERA,Pcs,GHS 55.00
PALMOLIVE BATH 750ML - LECHE & MIEL,Pcs,GHS 55.00
PALMOLIVE BATH 750ML - OLIVA & LECHE,Pcs,GHS 55.00
PALMOLIVE BATH 750ML - PIEL SENSIBLE,Pcs,GHS 55.00
PALMOLIVE BATH 750ML- MILK AND HONEY,Pcs,GHS 55.00
PALMOLIVE BATH FOAM 750ML,Pcs,GHS 55.00
PALMOLIVE BATH MEN 500ML - REFRESHING,Pack,GHS 35.00
PALMOLIVE BRILLIANT COLOR SHAMPOO 350ML,Pack,GHS 20.00
PALMOLIVE HAND WASH 300ML - POMEGRANATE,Single,GHS 18.00
PALMOLIVE HANDWASH 300ML - COCONUT,Single,GHS 18.00
PALMOLIVE HANDWASH 300ML - FRESH,Pack,GHS 18.00
PALMOLIVE HANDWASH 300ML-MILK & ALMOND,Single,GHS 18.00
PALMOLIVE HANDWASH 300ML-MILK & HONEY,Single,GHS 18.00
PALMOLIVE HANDWASH 300ML-SENSITIVE,Pcs,GHS 18.00
PALMOLIVE HYDRA SHAMPOO 350ML - HYDRA BALANCE,Pack,GHS 20.00
PALMOLIVE MEN 500ML - FOREST FRESH,Single,GHS 40.00
PALMOLIVE MEN BATH 250ML-SPORT,Pack,GHS 25.00
PALMOLIVE MEN BATH 500ML -CITRUS CRUSH,Pcs,GHS 35.00
PALMOLIVE MEN BATH 500ML-STRESS FREE,Pack,GHS 35.00
PALMOLIVE MEN BATH SPORT 500ML GRAPEFRUIT AND MINT OIL,Pcs,GHS 35.00
PALMOLIVE MEN CLASSIC SHAVE CREAM 100ML,Pcs,GHS 35.00
PALMOLIVE MEN SPORT BATH 250ML GRAPEFRUIT AND MINT OIL,Pack,GHS 25.00
PALMOLIVE MILK & HONEY SHAMPOO 350ML,Pcs,GHS 20.00
PALMOLIVE NATURAL WELLNESS 500ML-REVITALISING,Pcs,GHS 36.00
PALMOLIVE PURE 500ML - POMEGRANATE,Pcs,GHS 40.00
PALMOLIVE SHAMPOO 350ML - ANTI-DANDRUFF,Pcs,GHS 20.00
PALMOLIVE SHAVING FOAM,Pcs,GHS 5.60
PALMOLIVE SILKY SHINE EFFECT SHAMPOO 350ML,Pcs,GHS 20.00
PALMOLIVE WELLNESS (REVITALIZE) - 400ML,Pcs,GHS 30.00
PALOMA NAPKINS 100'S,Pcs,GHS 6.00
PALOMA NAPKINS 20'S,Pcs,GHS 5.00
PALOMA TISSUE,Pcs,GHS 5.00
PALUDRINE TABS 100MG,Tab,GHS 4.20
PAMPAM CREAM,Pcs,GHS 2.20
PAMPERS (SIKE) MAXI 8'S,Pack,GHS 13.00
PAMPERS BABY WIPES REFIL 52'S,Pack,GHS 25.00
PAMPERS BABY WIPES REFIL 52'S - FRESH CLEAN,Pack,GHS 25.00
PAMPRO ADULT T/B CHARCOAL,Pcs,GHS 10.00
PAMPRO ADULT T/B WHITE FLAT,Pcs,GHS 6.60
PAMPRO KID T/B 4S,Pack,GHS 22.00
PAMPRO KIDS T/B SINGLES,Pack,GHS 6.00
PAN AROMA AIR REFRESHNER 280G - VANILLA & COCONUT,Pcs,GHS 24.00
PAN AROMA AIR REFRESHNER 280G -LAVENDER,Pcs,GHS 24.00
PAN AROMA BREEZE SCENTED CANDLE,Pcs,GHS 8.00
PAN AROMA REED DIFFUSER 30ML(7926) - SOOTHING LAVENDER,Pack,GHS 40.00
PANACIN TABS 10'S,Single,GHS 2.70
PANADOL ACTIFAST TAB 14'S,Pack,GHS 25.00
PANADOL ACTIFAST TAB 20'S,Pack,GHS 44.00
PANADOL ADV TABS SINGLES,Tab,GHS 2.20
PANADOL ADVANCE TAB 16'S,Pack,GHS 48.00
PANADOL ADVANCE TAB 500MG 32'S,Pack,GHS 28.00
PANADOL ADVANCE TAB 72'S,Tab,GHS 1.60
PANADOL ADVANCE TAB 96'S,Tab,GHS 2.20
PANADOL ADVANCE TABS 24'S,Pack,GHS 68.00
PANADOL BABY & INFANT SUSP 100ML,Btl,GHS 58.00
PANADOL BABY & INFANT SUSP 60ML,Btl,GHS 88.00
PANADOL CHN SUSP 3MTS -12YRS 60ML,SUPP,GHS 7.00
PANADOL COLD & FLU CAPS 24'S GREEN,Pack,GHS 33.20
PANADOL EXTRA ADVANCE TAB 14'S,Pack,GHS 52.00
PANADOL EXTRA SOLUBLE TABS,Tab,GHS 1.50
PANADOL EXTRA TAB 72'S,Tab,GHS 2.20
PANADOL EXTRA TABS 100'S,Tab,GHS 2.20
PANADOL EXTRA TABS 16'S (RED),Tab,GHS 2.20
PANADOL EXTRA TABS 24'S,Pack,GHS 72.00
PANADOL EXTRA TABS 48'S,Pack,GHS 55.00
PANADOL EXTRA TABS 8'S (RED),Pack,GHS 2.80
PANADOL EXTRA UK SINGLES,Tab,GHS 2.20
PANADOL JOINT TAB 18'S,Pack,GHS 38.00
PANADOL JOINT TAB 24`S,Pack,GHS 48.00
PANADOL MIGRAINE TABS 24'S,Pack,GHS 150.00
PANADOL NIGHT TABS 24'S,Pack,GHS 65.00
PANADOL ORIGINAL TAB 12'S,Pack,GHS 5.00
PANADOL SINUS TAB 24'S,Pack,GHS 65.00
PANADOL TABS 16'S (BLUE),Pack,GHS 24.00
PANASONIC BATTERIES AA 10'S,Pack,GHS 20.00
PANASONIC BATTERY 9V,Pack,GHS 20.00
PANASONIC BATTERY AA 2'S,Pack,GHS 9.00
PANASONIC BATTERY AA 4'S,Pack,GHS 12.00
PANASONIC BATTERY AAA 4'S,Pack,GHS 16.00
PANASONIC BATTERY AAA 8'S,Pack,GHS 30.00
PANASONIC BATTERY C2'S,Pack,GHS 16.00
PANASONIC BATTERY D2'S,Pack,GHS 18.00
PANASONIC ENELOOP BASIC CHARGER A 2'S,Pack,GHS 140.00
PANASONIC ENELOOP BATTERY AAA 2'S RECHARGEABLE,Pack,GHS 140.00
PANASONIC ENELOOP RECHARGEABLE BATTERY AA 4'S,Pack,GHS 120.00
PANDA PVC ERASER 20S,Pack,GHS 10.00
PANDERM (NYSTATIN) CREAM 15G,Pack,GHS 100.00
PANDERM CREAM 30G,Pack,GHS 100.00
PANTENE 3MIN MIRACLE CONDITIONER 400ML,Pcs,GHS 24.00
PANTENE ANTI-DADRUFF 2IN1 SHAMPOO & CONDITIONER 400M,Pcs,GHS 20.00
PANTENE CLASSIC CARE 2IN1 SHAMPOO & CONDITIONER 400ML,Pcs,GHS 20.00
PANTENE CLASSIC CLEAN SHAMPOO 3IN1 360ML,Pcs,GHS 14.00
PANTENE CONDITIONER 400ML,Pcs,GHS 10.00
PANTENE HAIR CONDITIONER 360ML - COLOUR PROTECT,Pcs,GHS 25.00
PANTENE HAIR SHAMPOO 360ML - COLOUR PROTECT,Pcs,GHS 25.00
PANTENE HAIR SHAMPOO 360ML - REPAIR & PROTECT,Pcs,GHS 25.00
PANTENE HAIR SHAMPOO 360ML - VOLUME & BODY,Pcs,GHS 25.00
PANTENE HAIR SHAMPOO 500ML - COLOUR PROTECT,Pcs,GHS 24.00
PANTENE MOUSSE DEFINED CURLS 200ML,Pcs,GHS 35.00
PANTENE PRO-V LIEAVE IN CONDITIONER,Pcs,GHS 60.00
PANTENE PRO-V MIRACLES LEAVE-IN-CREAM 270ML,Pcs,GHS 35.00
PANTENE PRO-V SHAMPOO 700ML,Single,GHS 20.00
PANTENE REPAIR & PROTECT SHAMPOO 400ML,Single,GHS 20.00
PANTENE SHAMPOO 500ML - CLASSIC CLEAN,Single,GHS 24.00
PANTENE SHAMPOO 500ML - VOLUME & BODY,Single,GHS 24.00
PANTHER SHOE POLISH FOAM,Single,GHS 7.00
PANTOLOC (PANTOPRAZOLE) 20MG,Tab,GHS 8.00
PANTOLOC (PANTOPRAZOLE) 40MG,Tab,GHS 10.00
PANTOPRAZOLE TABS 40MG,Tab,GHS 3.20
PAR AROMA REFRESHENER 280 - CITRUS ZEST,Single,GHS 24.00
PAR AROMA REFRESHENER 280 - SOOTHING LAVENDER,Single,GHS 24.00
PAR AROMA REFRESHENER 280 - VANILLA & COCONUT,Single,GHS 24.00
PARA AID INFUSION 1GM/100ML (INDIA),Single,GHS 12.00
PARA-DENK SUPP 250MG,SUPP,GHS 6.00
PARACARE SYRUP,Single,GHS 3.60
PARACETAMOL  TAB 500MG (ENTRANCE) 10'S,Tab,GHS 13.50
PARACETAMOL CAPLET 16'S (AYRTONS),Pack,GHS 5.43
PARACETAMOL INFUSION 1000MG/100ML (ALMOL),Pack,GHS 27.93
PARACETAMOL INFUSION 1000MG/100ML (INDIA),Single,GHS 25.00
PARACETAMOL INFUSION 1000MG/100ML (TROGE),Single,GHS 23.60
PARACETAMOL SUSP (GALPHARM) 250/5ML 80ML,Single,GHS 15.00
PARACETAMOL SYR P'NOVA,Pack,GHS 14.53
PARACETAMOL SYR. (AYRTON),Btl,GHS 12.54
PARACETAMOL SYR. (PHYTO R.),Btl,GHS 11.50
PARACETAMOL SYR.(M&G),Btl,GHS 2.70
PARACETAMOL SYRUP 100ML (ENTRANCE),Btl,GHS 10.00
PARACETAMOL SYRUP 120MG/5ML UK,Btl,GHS 30.00
PARACETAMOL SYRUP 250MG/5ML UK,Btl,GHS 20.00
PARACETAMOL SYRUP GR,Btl,GHS 7.00
PARACETAMOL TAB 500MG 16'S AYRTON,Pack,GHS 5.00
PARACETAMOL TABS (ESKAY)  10'S X 50,Strip,GHS 0.97
PARACETAMOL TABS 10'S (G.R.PHARMA),Strip,GHS 5.00
PARACETAMOL TABS 10'S X 100 (ESKAY),Strip,GHS 1.14
PARACETAMOL TABS 500MG (EXETER) 10'S,Strip,GHS 4.00
PARACETAMOL TABS 500MG 10'S (ECL),Strip,GHS 1.50
PARACETAMOL TABS 500MG 10'S. (AYR),Strip,GHS 1.50
PARACONICA IV 1000MG 1'S,Pack,GHS 21.00
PARADISE POWDER 180G,Unit,GHS 12.50
PARADISE POWDER 350G,Pack,GHS 9.50
PARADISE POWDER 450G,Pack,GHS 31.00
PARAFENAC EXTRA TABS,Tab,GHS 2.20
PARAFENAC TABS 10'S,Strip,GHS 1.70
PARAKING SYR 100ML,Btl,GHS 30.13
PARAMOL SUPP 1000MG,SUPP,GHS 2.80
PARAMOL SUPP 125MG,SUPP,GHS 1.20
PARAMOL SUPP 250MG,SUPP,GHS 1.60
PARAMOL SUPP 500MG,SUPP,GHS 2.00
PARAMOL SYR 125ML (DANNEX),Btl,GHS 12.60
PARAZONE WIPES 40'S,Pack,GHS 13.00
PARIET TABS 10MG,Tab,GHS 7.00
PARIET TABS 10MG 14'S,Tab,GHS 7.00
PARIET TABS 20MG 14'S,Tab,GHS 15.00
PARIET TABS 20MG 28'S,Tab,GHS 13.50
PARLODEL TABS 2.5MG 30'S,Tab,GHS 12.00
PAROVITE I&II INJECTION,Pack,GHS 36.00
PASERIX FORTE SYRUP 200ML,Btl,GHS 4.80
PATANOL EYE DROP,Drops,GHS 88.00
PAW PATROL TEAM RESCUE DOG HAPPY SET NO. YB188-6Y,Unit,GHS 90.00
PAW PAW PATROL YB188-51Y,Unit,GHS 200.00
PEARL DROPS ICE WHITE 50ML,Pack,GHS 15.00
PEARL DROPS INSTANT WHITENING,Pack,GHS 10.00
PEARL DROPS MOUTH WASH 400ML 3 IN 1,Single,GHS 10.00
PEARL DROPS SMOKERS T/B,Pcs,GHS 8.50
PEARL DROPS SMOKERS T/P 50ML,Pcs,GHS 10.00
PEARL DROPS SMOKERS T/P 75ML,Pcs,GHS 10.00
PEARL DROPS WHITE SPARKLE 50ML,Pcs,GHS 15.00
PEARL SMOKERS M/W 1+1 400ML,Pcs,GHS 10.00
PEARS BODY WASH 250ML- LEMON FLOWER EXTRACT,Pcs,GHS 35.00
PEARS BODY WASH 250ML- WITH MINT EXTRACT,Pcs,GHS 35.00
PEARS FRESH RENEWAL FACE WASH 100G,Pcs,GHS 12.00
PEARS HANDWASH 250ML PUMP - LEMON FLOWEREXTRACT,Pcs,GHS 13.00
PEARS HANDWASH 250ML PUMP - ORIGINAL,Pcs,GHS 13.00
PEARS HANDWASH 250ML PUMP - WITH MINT EXTRACT,Pcs,GHS 13.00
PEARS OIL CLEAR GLOW FACE WASH 100G,Pcs,GHS 12.00
PEARS SOAP 125G 3'S,Single,GHS 7.00
PEARS SOAP 4'S,Pcs,GHS 20.00
PEARS TRANSPARENT BAR SOAP 100G,Pcs,GHS 7.00
PEARS TRANSPARENT SOAP 125G-LEMON FLOWER EXTRACTS,Pack,GHS 30.00
PEARS TRANSPARENT SOAP 125G-MINT EXTRACTS,Pack,GHS 30.00
PEARS TRANSPARENT SOAP 125G-NATURAL OILS,Pack,GHS 30.00
PECTOL LOZENGES 36X6'S,Single,GHS 3.00
PEDIASURE COOKIES AND CREAM 400G,Pcs,GHS 190.00
PEDIASURE POWDER 400G - CHOCOLATE,Pack,GHS 220.00
PEDIASURE POWDER 400G - STRAWBERRY,Pack,GHS 220.00
PEDIASURE POWDER 400G - VANILLA,Pack,GHS 220.00
PEDIASURE POWDER 900G - CHOCOLATE,Pack,GHS 156.00
PEDIASURE POWDER 900G - VANILLA,Pack,GHS 120.00
PEDIASURE SHAKE 237ML - CHOCOLATE,Pack,GHS 39.00
PEDIASURE SHAKE 237ML - STRAWBERRY,Pack,GHS 39.00
PEDIASURE SHAKE 237ML - VANILLA,Pack,GHS 39.00
PEDICURE BLACK FOAM,Single,GHS 6.00
PEDICURE FILE ALL BLACK,Single,GHS 14.00
PEDICURE FILE BLACK & WHITE,Single,GHS 8.00
PEDICURE FILE CURVED,Single,GHS 10.00
PEDICURE FILE DOTTED,Pack,GHS 150.00
PEDICURE FILE METALIC,Single,GHS 7.50
PEDICURE SCRUB,Single,GHS 2.00
PEDICURE STONE WITH BRUSH,Single,GHS 10.00
PEDICURE STONES,Single,GHS 6.00
PEDICURE WOODEN FILE,Single,GHS 15.00
PEDIGREE DOG FOOD 385G - IN JELLY WITH BEEF,Single,GHS 24.00
PEDIGREE DOG FOOD 385G - IN JELLY WITH LAMB,Single,GHS 24.00
PEDIGREE DOG FOOD 400G - CHUNK IN LOAF WITH CHICKEN,Pack,GHS 28.00
PEDIGREE DOG FOOD 400G - IN GRAVY WITH BEEF,Pack,GHS 28.00
PEDIGREE DOG FOOD 400G - IN GRAVY WITH CHICKEN,Pack,GHS 28.00
PEDIGREE DOG FOOD 400G - IN GRAVY WITH LAMB,Pack,GHS 28.00
PEDIGREE DOG FOOD 400G - IN JELLY,Pack,GHS 28.00
PEDIGREE DOG FOOD 400G - ORIG CHUNK IN LOAF,Pack,GHS 28.00
PEDIGREE DOG FOOD 400G - PUPPY IN JELLY,Pack,GHS 28.00
PEDIGREE DOG FOOD 400G - PUPPY IN JELLY WITH LAMB AND RICE,Pack,GHS 28.00
PEEL OFF MASK,Single,GHS 8.00
PEGASPARGASE INJ. 3750IU/5ML,Unit,"GHS 6,200.00"
PEGASTA (PEGFILGRASTIM) 6MG,Pack,GHS 770.00
PEGLEC SOLUTION,Pack,GHS 232.80
PEITEL 0.25% CREAM,Pack,GHS 140.00
PELVIC HARDNESS,Single,GHS 500.00
PENCIL EYE LINER,Single,GHS 2.00
PENDORA SCENT COOL GIRL 100ML,Single,GHS 150.00
PENDORA SCENTS 3 IMPRESSIONS,Single,GHS 230.00
PENICILLIN OINT,Pack,GHS 9.00
PENICILLIN V TABS 125MG 100X10'S (LETAP),Strip,GHS 2.30
PENTASA (MESALAZINE ) 500MG 100'S,Tab,GHS 12.00
PEP TABLETS,Pcs,GHS 5.00
PEPPA PIG FOREHEAD THERMOMETER,Pcs,GHS 5.00
PEPPA PIG ON GRANDPA'S BOAT,Single,GHS 150.00
PEPPA PIG ON GRANDPA'S TRAIN,Single,GHS 100.00
PEPPA PIG T/PASTE 75ML,Single,GHS 6.00
PEPPA PIG THE GOLDEN BOOTS DVD,Pcs,GHS 60.00
PEPSODENT SENSITIVE EXPERT 100G,Single,GHS 10.00
PEPSODENT T/P 140G -TRIPLE PROTECTION,Single,GHS 20.00
PEPSODENT T/P HERBAL 140G,Pack,GHS 16.00
PEPSODENT T/PASTE 140G,Single,GHS 10.00
PEPSODENT T/PASTE 175G,Single,GHS 19.00
PEPSODENT T/PASTE 65G,Single,GHS 9.00
PEPSODENT T/PASTE CHARCOAL 130G,Single,GHS 21.00
PEPSODENT T/PASTE COMPLETE,Single,GHS 3.20
PEPSODENT TOOTH BRUSH,Single,GHS 8.50
PEPTO BISMOL LIQUID 120ML,Btl,GHS 80.00
PEPTO BISMOL LIQUID 240ML,Btl,GHS 100.00
PEPTO BISMOL LIQUID 480ML,Btl,GHS 220.00
PEPTO BISMOL LIQUID ULTRA 354ML,Btl,GHS 215.00
PEPTO BISMOL SUSPENSION 100ML,Pack,GHS 110.00
PEPTO BISMOL SUSPENSION 354ML,Btl,GHS 215.00
PEPTO BISMOL SUSPENSION 473ML,Btl,GHS 280.00
PEPTO BISMOL TABS 12'S,Pack,GHS 25.00
PEPTO-BISMOL 40'S TABS,Pack,GHS 50.00
PEPTO-BISMOL SUSPENSION 118ML,Btl,GHS 100.00
PEPTO-BISMOL SUSPENSION 236 ML,Btl,GHS 189.00
PERFECT ADULT DIAPERS L/S,Pack,GHS 41.60
PERFECT ADULT DIAPERS X/L,Pack,GHS 41.60
PERFECT PURITY MEDICATED BODY POWDER 170G,Single,GHS 30.00
PERFECTIL ORIG CAPS UK 30'S,Pack,GHS 183.16
PERFECTIL PLATINUM CAPS 30'S,Pack,GHS 344.50
PERFECTIL PLATINUM CAPS 60'S,Pack,GHS 471.51
PERFECTIL PLUS HAIR CAPS 60'S,Pack,GHS 220.00
PERFECTIL PLUS NAILS CAPS 60'S,Pack,GHS 220.00
PERFECTIL PLUS SKIN CAPS 56'S,Pack,GHS 364.06
"PERFECTIL TRIPLE ACTIVE SKIN,HAIR & NAILS CAPS 30'S",Pack,GHS 150.00
PERIACTIN TABS 4MG,Tab,GHS 2.50
PERK BISCUIT 64G,Pack,GHS 1.20
PERMANET MOSQUITOE NET (CIRCULAR QUEEN),Pack,GHS 87.00
PERMANET MOSQUITOE NET (KING CIRCULAR),Pack,GHS 87.00
PERMANET MOSQUITOE NET (RECTANGULAR DOUBLE),Pack,GHS 46.00
PERMANET MOSQUITOE NET (RECTANGULAR SINGLE),Pack,GHS 68.55
PERMOXYL CAPS 500MG (AMOXYCILLIN),Cap,GHS 0.80
PERMOXYL SUSP,Pack,GHS 15.30
PERSIL WASHING BIO POWDER 650G,Single,GHS 28.50
PERSIL WASHING NON BIO POWDER 650G,Pcs,GHS 28.50
PERSIL WASHING POWDER 1.495KG (COLOUR PROTECT),Pcs,GHS 34.00
PERSIL WASHING POWDER 1.495KG BIO,Pcs,GHS 34.00
PERSIL WASHING POWDER 1.495KG NON BIO,Pcs,GHS 34.00
PERSIL WASHING POWDER 1.61KG (BIO),Pcs,GHS 34.00
PERSIL WASHING POWDER 1.61KG - COLOUR & FIBRE CARE,Pcs,GHS 40.00
PERSIL WASHING POWDER 10W 0.50KG,Pcs,GHS 58.00
PERSIL WASHING POWDER NON BIO 8.4KG,Pack,GHS 420.00
PERSIL WASHING PWD 8.4KG-COLOUR PROTECT,Pack,GHS 360.00
PERSIL WASHING PWD BIO 8.4KG,Pack,GHS 400.00
PET MALT 330ML,Pcs,GHS 8.00
PETAL FRESH BLACKHEAD REMOVER,Pcs,GHS 18.00
PETAL FRESH BODY CREAM 237ML,Pcs,GHS 25.00
PETHIDINE INJ 100MG/2ML,Amp,GHS 39.00
PEVARYL CREAM 15G,Pack,GHS 11.70
PEVISONE CREAM 15G,Pack,GHS 44.00
PHARMA MELANO SHEA SOAP-LEMON,Pcs,GHS 12.00
PHARMA MELANO WHITENING SOAP,Pcs,GHS 15.00
PHARMACERIS ALBUCIN-C WHITENING ACTIVE 5% CRM 30ML,Pcs,GHS 100.00
PHARMACERIS FOLIACTI STRETCHMARK PREVENT CRM 150ML,Pcs,GHS 80.00
PHARMACERIS STRETCHMARK & SCAR REDUCING BALM,Pcs,GHS 30.00
PHARMADERM BODY LOTION,Pcs,GHS 5.00
PHARMADERM CLEANSING LOTION 210ML,Pcs,GHS 15.00
PHARMADERM CREAM,Pcs,GHS 13.00
PHARMADERM HERBAL SOAP 190G,Pcs,GHS 6.50
PHARMADERM INTIMATE WASH,Pcs,GHS 5.00
PHARMADERM OINTMENT WASH,Pcs,GHS 14.00
PHARMADERM POWDER,Pcs,GHS 5.00
PHARMADERM SOAP 190G-APRICOT NUT,Pcs,GHS 6.50
PHARMADERM SOAP 75G,Pcs,GHS 9.70
PHARMATON CAPS 30'S,Pack,GHS 180.00
PHENAZOPYRIDINE TABS 200MG,Tab,GHS 4.20
PHENAZOPYRIDINE TABS 99.5MG (URINARY PAIN RELIEF),Tab,GHS 3.50
PHENEGAN SYRUP ORIGINAL,Btl,GHS 10.00
PHENOBARBITALS 30MG TABS,Tab,GHS 1.00
PHENOBARBITON INJ 200MG/2ML -  1'S,Amp,GHS 25.00
PHENOBARBITONE TABS 60MG,Tab,GHS 1.00
PHENOXYMETHYL PENICILLIN (PENICILLIN -V) TABS 250MG,Tab,GHS 1.20
PHENOXYMETHYL-PENICILLIN 125MG/5ML SUSP 100ML,SUPP,GHS 60.00
PHENOXYMETHYL-PENICILLIN 250MG/5ML 100ML,Pack,GHS 80.00
PHENYLEPHRINE INJ. 10MG/ML,Pack,GHS 650.00
PHENYTOIN (BIOPANUTIN) CAPS,Cap,GHS 0.40
PHENYTOIN INJ 100MG/2ML,Pack,GHS 12.00
PHENYTOIN INJ 250MG/5ML (STEROP),Pack,GHS 45.50
PHENYTOIN INJ 50MG/ML IN 2ML (EPTOIN),Pack,GHS 43.00
PHILIPS BATTERIES AAA 10'S,Pcs,GHS 10.00
PHILIPS MILK OF MAGNESIA 200ML,Unit,GHS 96.00
PHLEBODIA TABS 600MG,Tab,GHS 12.50
PHLORO-G TAB 80MG,Tab,GHS 4.30
PHOLTEX JUNIOR COUGH SYR.,Btl,GHS 2.40
PHP DINGO HAPPY BIRTHDAY BALLOON 100'S,Pcs,GHS 20.00
PHYSIOTENS TABS,Tab,GHS 0.55
PHYTO BOOSTER CAPS 30'S,Pack,GHS 43.00
PHYTOMOX SUSP,SUPP,GHS 2.20
PICK UP MINI MILK CHOCOLATE 106G,Pcs,GHS 14.00
PIKI SHOE POLISH KIT,Pcs,GHS 22.00
PIKOVIT MULTIVITAMIN SYR.,Btl,GHS 61.00
PILEX OINTMENT 30G,Pack,GHS 95.20
PILEX TABS,Tab,GHS 1.13
PILIEF OINTMENT 20G,Pack,GHS 40.00
PILL BOX,Pcs,GHS 10.00
PILL CUTTER & PILL CRUSHER,Pcs,GHS 28.00
PILL SPILTTER,Pcs,GHS 10.00
PILOCARPINE EYE DROPS 2% UK,Pack,GHS 70.00
PILOCARPINE EYE DROPS 4% UK,Pack,GHS 100.00
PILOGEL EYE OINT. 3.5GM,Pack,GHS 16.30
PILOT SPORTS WATCH,Pcs,GHS 25.00
PILOT/ AIRFORCE COSTUME SET,Pcs,GHS 250.00
PINEWOOD (ACICLOVIR) 5% CRM 2G,Pack,GHS 50.00
PINK AMOUR NAIL GEL - DLT,Pcs,GHS 10.00
PINK BIOTIN BEAUTY GUMMIES 60`S,Pack,GHS 170.00
"PINK EXTRA STRENGTH CRANBERRY 30,000MCG 60`S",Pack,GHS 250.00
PINK MULTI FOR HER COLLAGEN GUMMIES 60`S,Pack,GHS 280.00
PINK SUGAR SPRAY 100ML,Pack,GHS 300.00
PINOPLEX BLOOD TONIC 200ML,Btl,GHS 16.90
PIOGLITAZONE TABS 15MG UK,Tab,GHS 1.20
PIONEER X-MEN GUARD TEAM NO.399-63E,Pack,GHS 100.00
PIPERACILLIN/TAZOBACTAM 2.25MG INJ,Pack,GHS 53.00
PIPERACILLIN/TAZOBACTAM 4.5MG INJ,Pack,GHS 105.00
PIPING ROCK FISH OIL SOFTGEL 120'S,Btl,GHS 5.00
PIPING ROCK PISH OIL 120'S - DLT,Pack,GHS 100.00
PIRACETAM INJ 200MG/ML 15ML 4’S (PIRATICAN),Pack,GHS 36.00
PIRFENIDONE 200MG TAB,Pack,GHS 35.00
PIRITEZE ALLERGY TABS SINGLES,Tab,GHS 3.50
PIRITON TABS 4MG (CHLORPHENIRAMINE) 20'S,Strip,GHS 4.00
PIRITON TABS 4MG UK(ALLERGY TABLETS) 30'S,Tab,GHS 3.30
PIROXICAM CAPS 20MG (OXAFEN) 10'S,Strip,GHS 3.30
PIROXICAM CAPS 20MG 10X10'S (LUEX),Strip,GHS 2.20
PIZOTIFEN 1.5MG TABS,Tab,GHS 1.00
PLACKERS (MINT BLAST INTENSE),Pack,GHS 25.00
PLAIN BREAST WATCH,Pcs,GHS 20.00
PLANET COCKTAIL PET 500ML,Btl,GHS 7.00
